Brewery_id,Beer,Beer_ID,Percent_ABV,IBU,Style,Ounces,Brewery,City,State,MedianIBU,MedianABV
370,Crank Yanker IPA,1382,7.8,74,American IPA,16,Eddyline Brewery & Restaurant,Buena Vista, CO,36,6
370,River Runners Pale Ale,1110,6,44,American Pale Ale (APA),16,Eddyline Brewery & Restaurant,Buena Vista, CO,36,6
370,Pumpkin Patch Ale (2012),1014,5,24,Pumpkin Ale,16,Eddyline Brewery & Restaurant,Buena Vista, CO,36,6
370,Mountain Fairy Raspberry Wheat,911,5.5,14,Fruit / Vegetable Beer,16,Eddyline Brewery & Restaurant,Buena Vista, CO,36,6
370,Boater Beer,680,4.5,34,German Pilsener,16,Eddyline Brewery & Restaurant,Buena Vista, CO,36,6
370,Crank Yanker IPA (2011),395,7.8,74,American IPA,16,Eddyline Brewery & Restaurant,Buena Vista, CO,36,6
371,PONTO S.I.P.A.,1589,4.5,67,American IPA,16,Pizza Port Brewing Company,Carlsbad, CA,40,5.8
371,Chronic Ale,1457,4.9,36,American Amber / Red Ale,16,Pizza Port Brewing Company,Carlsbad, CA,40,5.8
371,Swami's India Pale Ale,1191,6.8,67,American IPA,16,Pizza Port Brewing Company,Carlsbad, CA,40,5.8
372,Sly Fox Christmas Ale 2013,1588,5.5,16,Winter Warmer,12,Sly Fox Brewing Company,Pottstown, PA,31,5.7
372,Grisette,1363,5.6,25,Grisette,12,Sly Fox Brewing Company,Pottstown, PA,31,5.7
372,360° India Pale Ale,1211,6.2,67,American IPA,12,Sly Fox Brewing Company,Pottstown, PA,31,5.7
372,Helles Golden Lager,1123,4.9,18,Munich Helles Lager,12,Sly Fox Brewing Company,Pottstown, PA,31,5.7
372,Sly Fox Christmas Ale 2012 (2012),926,5.5,16,Winter Warmer,12,Sly Fox Brewing Company,Pottstown, PA,31,5.7
372,Odyssey Imperial IPA,894,8.4,90,American Double / Imperial IPA,12,Sly Fox Brewing Company,Pottstown, PA,31,5.7
372,Oktoberfest Lager,166,5.8,25,Märzen / Oktoberfest,12,Sly Fox Brewing Company,Pottstown, PA,31,5.7
372,113 IPA,24,7,113,American IPA,12,Sly Fox Brewing Company,Pottstown, PA,31,5.7
372,Dunkel Lager,23,5.3,21,Munich Dunkel Lager,12,Sly Fox Brewing Company,Pottstown, PA,31,5.7
372,Royal Weisse Ale,22,5.6,11,Hefeweizen,12,Sly Fox Brewing Company,Pottstown, PA,31,5.7
372,Pikeland Pils,21,4.9,44,German Pilsener,12,Sly Fox Brewing Company,Pottstown, PA,31,5.7
372,Phoenix Pale Ale,20,5.1,40,American Pale Ale (APA),12,Sly Fox Brewing Company,Pottstown, PA,31,5.7
373,Seven Gates Pale Ale,1587,5.6,44,American Pale Ale (APA),12,Spring House Brewing Company,Conestoga, PA,31,5.7
374,Wolfman's Berliner,1583,3.8,7,Berliner Weissbier,12,7venth Sun,Dunedin, FL,35.5,5.55
375,Trolley Stop Stout,1580,5.7,40,American Stout,12,Astoria Brewing Company,Astoria, OR,40,5.6
375,Bitter Bitch Imperial IPA,980,8.2,138,American Double / Imperial IPA,12,Astoria Brewing Company,Astoria, OR,40,5.6
375,Poop Deck Porter,979,6.2,35,American Porter,12,Astoria Brewing Company,Astoria, OR,40,5.6
375,Old Red Beard Amber Ale,978,6,35,American Amber / Red Ale,12,Astoria Brewing Company,Astoria, OR,40,5.6
376,Lahaina Town Brown,1578,5.1,20,American Brown Ale,12,Maui Brewing Company,Lahaina, HI,27,5.4
376,Pau Hana Pilsner,1429,5.5,33,Czech Pilsener,12,Maui Brewing Company,Lahaina, HI,27,5.4
376,Lemongrass Saison,1271,5,28,Saison / Farmhouse Ale,12,Maui Brewing Company,Lahaina, HI,27,5.4
376,Aloha B’ak’tun,713,7,72,Belgian Strong Dark Ale,12,Maui Brewing Company,Lahaina, HI,27,5.4
376,Liquid Breadfruit,712,8.2,14,Fruit / Vegetable Beer,12,Maui Brewing Company,Lahaina, HI,27,5.4
376,Sobrehumano Palena'ole,690,6,24,American Amber / Red Ale,12,Maui Brewing Company,Lahaina, HI,27,5.4
376,La Perouse White,547,5,12,Witbier,12,Maui Brewing Company,Lahaina, HI,27,5.4
376,Flyin' HI.P.Hay,435,6.8,68,American IPA,12,Maui Brewing Company,Lahaina, HI,27,5.4
376,Mana Wheat,313,5.5,15,American Pale Wheat Ale,12,Maui Brewing Company,Lahaina, HI,27,5.4
376,Bikini Blonde Lager,33,4.5,18,Munich Helles Lager,12,Maui Brewing Company,Lahaina, HI,27,5.4
376,CoCoNut Porter,32,5.7,30,American Porter,12,Maui Brewing Company,Lahaina, HI,27,5.4
376,Big Swell IPA,31,6.2,65,American IPA,12,Maui Brewing Company,Lahaina, HI,27,5.4
377,12th Round,1577,7.6,78,American Strong Ale,16,RoughTail Brewing Company,Midwest City, OK,26,6
377,RoughTail IPA,1576,7,80,American IPA,16,RoughTail Brewing Company,Midwest City, OK,26,6
377,Polar Night Stout,1575,8,41,American Stout,16,RoughTail Brewing Company,Midwest City, OK,26,6
378,Slow Hand Stout,1571,5.2,29,American Stout,16,Lucette Brewing Company,Menominee, WI,24,5.2
379,Mad Manatee IPA,1569,6.5,67,American IPA,12,Bold City Brewery,Jacksonville, FL,35.5,5.55
379,Killer Whale Cream Ale,1568,5.5,20,Cream Ale,12,Bold City Brewery,Jacksonville, FL,35.5,5.55
379,Duke's Cold Nose Brown Ale,1188,6,29,American Brown Ale,12,Bold City Brewery,Jacksonville, FL,35.5,5.55
380,Autumn Winds,1567,5.8,22,Märzen / Oktoberfest,16,Grey Sail Brewing of Rhode Island,Westerly, RI,24,5.5
380,Flying Jenny Extra Pale Ale,1505,6,54,American Pale Ale (APA),12,Grey Sail Brewing of Rhode Island,Westerly, RI,24,5.5
380,Hazy Day Belgian-Style Wit,1186,4,20,Witbier,16,Grey Sail Brewing of Rhode Island,Westerly, RI,24,5.5
380,Bring Back the Beach Blonde Ale,1185,5.5,20,American Blonde Ale,16,Grey Sail Brewing of Rhode Island,Westerly, RI,24,5.5
380,Leaning Chimney Smoked Porter,984,6,34,American Porter,16,Grey Sail Brewing of Rhode Island,Westerly, RI,24,5.5
380,Flying Jenny Extra Pale Ale (2012),693,6,54,American Pale Ale (APA),12,Grey Sail Brewing of Rhode Island,Westerly, RI,24,5.5
380,Flagship Ale,631,4.9,22,Cream Ale,12,Grey Sail Brewing of Rhode Island,Westerly, RI,24,5.5
381,1800 Big Log Wheat (2012),1564,5,20,American Pale Wheat Ale,12,Blue Blood Brewing Company,Lincoln, NE,36,5.6
381,Double Play Pilsner,1541,4.9,23,American Pilsner,12,Blue Blood Brewing Company,Lincoln, NE,36,5.6
381,Brewerhood Brown Ale,1321,5.5,29,American Brown Ale,12,Blue Blood Brewing Company,Lincoln, NE,36,5.6
381,Last Call Imperial Amber Ale,1320,8,36,American Amber / Red Ale,12,Blue Blood Brewing Company,Lincoln, NE,36,5.6
381,Pernicious Double IPA,1319,9.6,93,American Double / Imperial IPA,12,Blue Blood Brewing Company,Lincoln, NE,36,5.6
381,6-4-3 Double Play Pilsner,1303,5.2,34,German Pilsener,12,Blue Blood Brewing Company,Lincoln, NE,36,5.6
381,N Street Drive-In 50th Anniversary IPA,1025,8.7,93,American Double / Imperial IPA,12,Blue Blood Brewing Company,Lincoln, NE,36,5.6
381,467 Ethan's Stout,1012,5,41,American Stout,12,Blue Blood Brewing Company,Lincoln, NE,36,5.6
381,1335 Wicked Snout,942,6.4,28,Saison / Farmhouse Ale,12,Blue Blood Brewing Company,Lincoln, NE,36,5.6
381,543 Skull Creek Fresh Hopped Pale Ale,937,4.5,44,American Pale Ale (APA),12,Blue Blood Brewing Company,Lincoln, NE,36,5.6
381,1327 Pod's ESB,888,5.6,37,Extra Special / Strong Bitter (ESB),12,Blue Blood Brewing Company,Lincoln, NE,36,5.6
381,1327 Pod's ESB,886,5.6,37,Extra Special / Strong Bitter (ESB),12,Blue Blood Brewing Company,Lincoln, NE,36,5.6
381,1327 Pod's ESB,612,5.6,37,Extra Special / Strong Bitter (ESB),12,Blue Blood Brewing Company,Lincoln, NE,36,5.6
381,834 Happy As Ale,611,4.6,35,American Pale Ale (APA),12,Blue Blood Brewing Company,Lincoln, NE,36,5.6
382,Bermuda Triangle Ginger Beer,1554,4.5,22,Herbed / Spiced Beer,12,Swashbuckler Brewing Company,Manheim, PA,31,5.7
383,Full Nelson Pale Ale,1547,5.9,60,American Pale Ale (APA),12,Blue Mountain Brewery,Afton, VA,41,5.65
383,Steel Wheels ESB,1546,6.5,30,Extra Special / Strong Bitter (ESB),12,Blue Mountain Brewery,Afton, VA,41,5.65
383,Blue Mountain Classic Lager,1545,5.3,22,Euro Pale Lager,12,Blue Mountain Brewery,Afton, VA,41,5.65
383,Full Nelson Pale Ale (2010),119,5.9,60,American Pale Ale (APA),12,Blue Mountain Brewery,Afton, VA,41,5.65
384,Starr Pils,1544,4.2,20,German Pilsener,12,Starr Hill Brewery,Crozet, VA,41,5.65
384,Northern Lights India Pale Ale,1205,6.5,52,American IPA,16,Starr Hill Brewery,Crozet, VA,41,5.65
384,Festie,369,4.8,12,Märzen / Oktoberfest,12,Starr Hill Brewery,Crozet, VA,41,5.65
384,Northern Lights India Pale Ale,368,6.5,52,American IPA,12,Starr Hill Brewery,Crozet, VA,41,5.65
385,One Claw,1542,5.5,44,American Pale Ale (APA),12,Westbrook Brewing Company,Mt. Pleasant, SC,32.5,5.5
385,Westbrook Gose,1312,4,5,Gose,12,Westbrook Brewing Company,Mt. Pleasant, SC,32.5,5.5
385,White Thai,576,5,16,Witbier,12,Westbrook Brewing Company,Mt. Pleasant, SC,32.5,5.5
385,Westbrook IPA,575,6.8,65,American IPA,12,Westbrook Brewing Company,Mt. Pleasant, SC,32.5,5.5
386,Monkey Fist IPA,1539,6.9,65,American IPA,12,Shipyard Brewing Company,Portland, ME,38,5.1
386,Shipyard Summer Ale,975,5.1,20,American Pale Wheat Ale,12,Shipyard Brewing Company,Portland, ME,38,5.1
386,Pumpkinhead Ale,814,4.7,24,Pumpkin Ale,12,Shipyard Brewing Company,Portland, ME,38,5.1
386,Shipyard Export,727,5.1,20,American Blonde Ale,12,Shipyard Brewing Company,Portland, ME,38,5.1
387,Stout Ol' Friend,1538,6.4,41,American Stout,16,Revolution Brewing,Paonia, CO,36,6
387,Stout Ol' Friend (2012),1075,6.4,41,American Stout,16,Revolution Brewing,Paonia, CO,36,6
387,Rye Porter,710,6,31,American Porter,16,Revolution Brewing,Paonia, CO,36,6
387,Miner's Gold,709,5,20,American Blonde Ale,16,Revolution Brewing,Paonia, CO,36,6
387,Vienna Lager,708,4.6,24,Vienna Lager,16,Revolution Brewing,Paonia, CO,36,6
387,Jessie's Garage,706,5.6,44,American Pale Ale (APA),16,Revolution Brewing,Paonia, CO,36,6
387,Colorado Red Ale,220,6.2,36,American Amber / Red Ale,12,Revolution Brewing,Paonia, CO,36,6
387,Miner's Gold,219,5,20,American Blonde Ale,12,Revolution Brewing,Paonia, CO,36,6
388,Undun Blonde Ale,1537,5.3,20,American Blonde Ale,16,Natian Brewery,Portland, OR,40,5.6
388,CuDa Cascadian Dark Ale,1536,7.4,68,American Black Ale,16,Natian Brewery,Portland, OR,40,5.6
388,Old Grogham Imperial India Pale Ale,1265,8.5,86,American Double / Imperial IPA,16,Natian Brewery,Portland, OR,40,5.6
388,Old Grogham Imperial India Pale Ale (2012),747,8.5,86,American Double / Imperial IPA,16,Natian Brewery,Portland, OR,40,5.6
388,CuDa Cascadian Dark Ale (2012),746,7.4,68,American Black Ale,16,Natian Brewery,Portland, OR,40,5.6
388,Undun Blonde Ale (2012),654,5.3,20,American Blonde Ale,16,Natian Brewery,Portland, OR,40,5.6
389,Kentucky Kölsch,1535,4.3,21,Kölsch,16,Alltech's Lexington Brewing Company,Lexington, KY,31,6.5
389,Kentucky IPA,1149,6.5,67,American IPA,16,Alltech's Lexington Brewing Company,Lexington, KY,31,6.5
390,G'KNIGHT,1533,8.7,85,American Double / Imperial IPA,12,Oskar Blues Brewery (North Carol...,Brevard, NC,31,5.7
390,Ten Fidy,1532,9.9,98,Russian Imperial Stout,12,Oskar Blues Brewery (North Carol...,Brevard, NC,31,5.7
390,Deviant Dale's IPA,1328,8,85,American Double / Imperial IPA,16,Oskar Blues Brewery (North Carol...,Brevard, NC,31,5.7
390,Old Chub,1175,8,35,Scottish Ale,12,Oskar Blues Brewery (North Carol...,Brevard, NC,31,5.7
390,Dale's Pale Ale,1166,6.5,65,American Pale Ale (APA),19.2,Oskar Blues Brewery (North Carol...,Brevard, NC,31,5.7
390,Dale's Pale Ale,1065,6.5,65,American Pale Ale (APA),12,Oskar Blues Brewery (North Carol...,Brevard, NC,31,5.7
391,Clem's Gold,1530,5.3,26,American Pale Lager,16,Orlison Brewing Company,Airway Heights, WA,38,5.55
391,Lizzy's Red,1529,5.5,23,American Amber / Red Lager,16,Orlison Brewing Company,Airway Heights, WA,38,5.55
391,Orlison India Pale Lager,1528,6.7,26,American Pale Lager,16,Orlison Brewing Company,Airway Heights, WA,38,5.55
391,Brünette,1527,4.2,27,Euro Dark Lager,16,Orlison Brewing Company,Airway Heights, WA,38,5.55
391,Havanüther,1526,4.1,11,Light Lager,16,Orlison Brewing Company,Airway Heights, WA,38,5.55
392,Agave Wheat,1522,4.2,9,American Pale Wheat Ale,12,Breckenridge Brewery,Denver, CO,36,6
392,SummerBright Ale,397,4.5,15,American Pale Wheat Ale,12,Breckenridge Brewery,Denver, CO,36,6
392,Lucky U IPA,193,6.2,68,American IPA,12,Breckenridge Brewery,Denver, CO,36,6
392,Avalanche Ale,83,5.4,19,American Amber / Red Ale,12,Breckenridge Brewery,Denver, CO,36,6
393,Saison 88,1519,5.5,30,Saison / Farmhouse Ale,12,Santa Fe Brewing Company,Santa Fe, NM,34,6.1
393,Black IPA,967,7.1,95,American Black Ale,12,Santa Fe Brewing Company,Santa Fe, NM,34,6.1
393,Santa Fe Irish Red Ale,599,4.5,28,Irish Red Ale,12,Santa Fe Brewing Company,Santa Fe, NM,34,6.1
393,Santa Fe Oktoberfest,307,5.8,22,Märzen / Oktoberfest,12,Santa Fe Brewing Company,Santa Fe, NM,34,6.1
393,Imperial Java Stout,305,8,86,Russian Imperial Stout,12,Santa Fe Brewing Company,Santa Fe, NM,34,6.1
393,Freestyle Pilsner,304,5.5,34,German Pilsener,12,Santa Fe Brewing Company,Santa Fe, NM,34,6.1
393,Happy Camper IPA,217,6.6,67,American IPA,12,Santa Fe Brewing Company,Santa Fe, NM,34,6.1
394,Shark Bait,1508,5.3,11,Fruit / Vegetable Beer,12,Miami Brewing Company,Miami, FL,35.5,5.55
394,Gator Tail Brown Ale,1507,5.3,30,American Brown Ale,12,Miami Brewing Company,Miami, FL,35.5,5.55
394,Miami Vice IPA,1506,7.1,62,American IPA,12,Miami Brewing Company,Miami, FL,35.5,5.55
394,Big Rod Coconut Ale,1325,5.3,16,American Blonde Ale,12,Miami Brewing Company,Miami, FL,35.5,5.55
395,Oak Aged Cider,1503,6.5,NA,Cider,12,Schilling & Company,Seattle, WA,38,5.55
395,Ginger Cider,1466,6.5,NA,Cider,12,Schilling & Company,Seattle, WA,38,5.55
395,Schilling Hard Cider,1245,6.5,NA,Cider,12,Schilling & Company,Seattle, WA,38,5.55
396,Green House India Pale Ale,1501,7,67,American IPA,12,Hops & Grain Brewery,Austin, TX,33,5.5
396,The One They Call Zoe,1004,5.1,26,American Pale Lager,12,Hops & Grain Brewery,Austin, TX,33,5.5
396,Alteration,502,5.1,40,Altbier,12,Hops & Grain Brewery,Austin, TX,33,5.5
396,Pale Dog,501,6,50,American Pale Ale (APA),12,Hops & Grain Brewery,Austin, TX,33,5.5
397,Super G IPA,1498,6,67,American IPA,16,White Flame Brewing Company,Hudsonville, MI,29,6.05
398,1881 California Red,1479,5.6,35,American Amber / Red Ale,12,Ruhstaller Beer Company,Sacramento, CA,40,5.8
398,CAPT Black IPA,1478,7.3,55,American Black Ale,12,Ruhstaller Beer Company,Sacramento, CA,40,5.8
398,Ruhstaller's Gilt Edge Lager Beer,1370,4.8,42,American Amber / Red Lager,12,Ruhstaller Beer Company,Sacramento, CA,40,5.8
398,CAPT Black IPA,883,7.3,55,American Black Ale,16,Ruhstaller Beer Company,Sacramento, CA,40,5.8
398,1881 California Red Ale,882,5.6,35,American Amber / Red Ale,16,Ruhstaller Beer Company,Sacramento, CA,40,5.8
399,Oval Beach Blonde Ale,1477,5,11,American Blonde Ale,16,Saugatuck Brewing Company,Douglas, MI,29,6.05
400,Squeaky Bike Nut Brown Ale,1476,4,29,American Brown Ale,16,Moab Brewery,Moab, UT,33.5,4
400,Dead Horse Amber,902,4,20,American Pale Wheat Ale,16,Moab Brewery,Moab, UT,33.5,4
400,Rocket Bike American Lager,645,4,41,California Common / Steam Beer,16,Moab Brewery,Moab, UT,33.5,4
400,Johnny's American IPA,644,4,67,American IPA,16,Moab Brewery,Moab, UT,33.5,4
401,Macon Progress Ale,1475,5,44,American Pale Ale (APA),12,Macon Beer Company,Macon, GA,38.5,5.5
401,Macon History Ale,1008,5.5,29,American Brown Ale,12,Macon Beer Company,Macon, GA,38.5,5.5
402,Dusty Trail Pale Ale,1474,5.4,44,American Pale Ale (APA),16,Amnesia Brewing Company,Washougal, WA,38,5.55
402,Damnesia,1473,6.2,67,American IPA,16,Amnesia Brewing Company,Washougal, WA,38,5.55
402,Desolation IPA,837,6.2,43,American IPA,16,Amnesia Brewing Company,Washougal, WA,38,5.55
403,Wolverine Premium Lager,1468,4.7,15,American Pale Lager,12,Wolverine State Brewing Company,Ann Arbor, MI,29,6.05
404,Happy Cider,1467,5.5,NA,Cider,16,Red Tank Cider Company,Bend, OR,40,5.6
405,Granny Smith Hard Apple Cider,1465,6.9,NA,Cider,16,Cascadia Ciderworks United,Portland, OR,40,5.6
405,Dry Hard Apple Cider,1464,6.9,NA,Cider,16,Cascadia Ciderworks United,Portland, OR,40,5.6
406,Sudice American Stout,1455,7,58,American Stout,16,Fate Brewing Company,Boulder, CO,36,6
406,Parcae Belgian Style Pale Ale,1454,5,20,Belgian Pale Ale,16,Fate Brewing Company,Boulder, CO,36,6
406,Norns Roggenbier,1453,5,20,Roggenbier,16,Fate Brewing Company,Boulder, CO,36,6
406,Laimas Kölsch Style Ale,1452,5,20,Kölsch,16,Fate Brewing Company,Boulder, CO,36,6
406,Moirai India Pale Ale,1451,7,70,American IPA,16,Fate Brewing Company,Boulder, CO,36,6
407,Lazy Monk Bohemian Pilsner,1445,5,33,Czech Pilsener,16,Lazy Monk Brewing,Eau Claire, WI,24,5.2
408,Blown Out Brown,1441,5.2,29,American Brown Ale,12,Bitter Root Brewing,Hamilton, MT,35,5.45
408,Single Hop Ale,1413,6.3,44,American Pale Ale (APA),12,Bitter Root Brewing,Hamilton, MT,35,5.45
408,Sawtooth Ale,1411,5.4,20,American Blonde Ale,12,Bitter Root Brewing,Hamilton, MT,35,5.45
409,Pub Beer,1436,5,26,American Pale Lager,12,10 Barrel Brewing Company,Bend, OR,40,5.6
410,Hat Trick Hop IPA,1433,6.8,67,American IPA,16,Tamarack Brewing Company,Lakeside, MT,35,5.45
410,Yard Sale Amber Ale,1432,5.6,36,American Amber / Red Ale,16,Tamarack Brewing Company,Lakeside, MT,35,5.45
411,Weiss Trash Culture,1417,3.4,6,Berliner Weissbier,12,New England Brewing Company,Woodbridge, CT,36,6
411,Sea Hag IPA,885,6.2,67,American IPA,12,New England Brewing Company,Woodbridge, CT,36,6
411,Elm City Pilsner,884,5,23,American Pilsner,12,New England Brewing Company,Woodbridge, CT,36,6
411,Atlantic Amber Ale (2004),757,5,36,American Amber / Red Ale,12,New England Brewing Company,Woodbridge, CT,36,6
411,668 Neighbor of the Beast12 oz.,568,9,23,Belgian Pale Ale,12,New England Brewing Company,Woodbridge, CT,36,6
411,Gandhi-Bot Double IPA (12 oz.),320,8.8,85,American Double / Imperial IPA,12,New England Brewing Company,Woodbridge, CT,36,6
411,668 Neighbor of the Beast (16 oz.) (2010),43,9,23,Belgian Pale Ale,16,New England Brewing Company,Woodbridge, CT,36,6
411,Gandhi-Bot Double IPA (16 oz.) (2010),42,8.8,85,American Double / Imperial IPA,16,New England Brewing Company,Woodbridge, CT,36,6
411,Elm City Lager (2007),41,5,23,American Pilsner,12,New England Brewing Company,Woodbridge, CT,36,6
411,Atlantic Amber Ale (2007),40,5,36,American Amber / Red Ale,12,New England Brewing Company,Woodbridge, CT,36,6
411,Sea Hag IPA (Current),39,6.2,67,American IPA,12,New England Brewing Company,Woodbridge, CT,36,6
412,Dry Cider,1416,6.5,NA,Cider,16,Seattle Cider Company,Seattle, WA,38,5.55
412,Dry Hard Cider,1415,6.5,NA,Cider,16,Seattle Cider Company,Seattle, WA,38,5.55
413,Sand Island Lighthouse,1410,5.1,25,Kölsch,12,Straight to Ale,Huntsville, AL,39.5,6
413,Lily Flagg Milk Stout,925,5,30,Milk / Sweet Stout,12,Straight to Ale,Huntsville, AL,39.5,6
413,Monkeynaut IPA,637,7.2,70,American IPA,12,Straight to Ale,Huntsville, AL,39.5,6
414,Heavy Machinery IPA Series #1: Heavy Fist,1409,7,68,American Black Ale,16,Austin Beerworks,Austin, TX,33,5.5
414,Fire Eagle IPA,343,6.2,67,American IPA,12,Austin Beerworks,Austin, TX,33,5.5
414,Peacemaker,342,5.1,44,American Pale Ale (APA),12,Austin Beerworks,Austin, TX,33,5.5
414,Pearl-Snap,341,5.3,34,German Pilsener,12,Austin Beerworks,Austin, TX,33,5.5
414,Black Thunder,340,5.2,31,Schwarzbier,12,Austin Beerworks,Austin, TX,33,5.5
415,Kölsch 151,1408,4.9,16,Kölsch,12,Blue Mountain Brewery,Arrington, VA,41,5.65
416,Tybee Island Blonde,1407,4.7,17,American Blonde Ale,12,Coastal Empire Beer Company,Savannah, GA,38.5,5.5
416,Savannah Brown Ale,1406,6.2,55,American Brown Ale,12,Coastal Empire Beer Company,Savannah, GA,38.5,5.5
417,Helen's Blend,1405,5,NA,Cider,12,Jack's Hard Cider (Hauser Estate...,Biglerville, PA,31,5.7
417,Jack's Hard Cider,823,5.1,NA,Cider,12,Jack's Hard Cider (Hauser Estate...,Biglerville, PA,31,5.7
418,Hazed & Infused,1395,4.9,35,American Pale Ale (APA),12,Boulder Beer Company,Boulder, CO,36,6
418,Hoopla Pale Ale,808,5.7,35,American Pale Ale (APA),12,Boulder Beer Company,Boulder, CO,36,6
418,Hazed & Infused (2010),81,4.9,35,American Pale Ale (APA),12,Boulder Beer Company,Boulder, CO,36,6
419,Cascadian Dark Ale,1393,6,75,American Black Ale,12,Coalition Brewing Company,Portland, OR,40,5.6
419,Wheat the People,893,4.4,13,American Pale Wheat Ale,16,Coalition Brewing Company,Portland, OR,40,5.6
420,Sanitas Saison Ale,1392,5.8,20,Saison / Farmhouse Ale,12,Sanitas Brewing Company,Boulder, CO,36,6
420,Sanitas Black IPA,1391,6.8,65,American Black Ale,12,Sanitas Brewing Company,Boulder, CO,36,6
421,Beaver Logger,1383,5.2,19,American Pale Lager,12,Gore Range Brewery,Edwards, CO,36,6
422,Nectar of the Hops,1375,8,NA,Mead,16,Redstone Meadery,Boulder, CO,36,6
422,Sunshine Nectar,1374,8,NA,Mead,16,Redstone Meadery,Boulder, CO,36,6
422,Black Raspberry Nectar,1373,8,NA,Mead,16,Redstone Meadery,Boulder, CO,36,6
423,Yellow Collar,1372,5.9,NA,Mead,12,Blue Dog Mead,Eugene, OR,40,5.6
423,Green Collar,1371,5.9,NA,Mead,12,Blue Dog Mead,Eugene, OR,40,5.6
424,Grazias,1351,6.3,30,Cream Ale,16,Hess Brewing Company,San Diego, CA,40,5.8
424,Habitus IPA,1346,8,86,American IPA,16,Hess Brewing Company,San Diego, CA,40,5.8
424,Ex Umbris Rye Imperial Stout,904,9.9,85,American Double / Imperial Stout,16,Hess Brewing Company,San Diego, CA,40,5.8
425,Patty's Chile Beer,1345,4.2,24,Chile Beer,12,Wynkoop Brewing Company,Denver, CO,36,6
425,Colorojo Imperial Red Ale,1316,8.2,65,American Strong Ale,12,Wynkoop Brewing Company,Denver, CO,36,6
425,Wynkoop Pumpkin Ale,1045,5.5,24,Pumpkin Ale,12,Wynkoop Brewing Company,Denver, CO,36,6
425,Rocky Mountain Oyster Stout,1035,7.5,41,American Stout,12,Wynkoop Brewing Company,Denver, CO,36,6
425,Belgorado,928,6.7,45,Belgian IPA,12,Wynkoop Brewing Company,Denver, CO,36,6
425,Rail Yard Ale,807,5.2,36,American Amber / Red Ale,12,Wynkoop Brewing Company,Denver, CO,36,6
425,B3K Black Lager,620,5.5,31,Schwarzbier,12,Wynkoop Brewing Company,Denver, CO,36,6
425,Silverback Pale Ale,145,5.5,40,American Pale Ale (APA),12,Wynkoop Brewing Company,Denver, CO,36,6
425,Rail Yard Ale (2009),84,5.2,36,American Amber / Red Ale,12,Wynkoop Brewing Company,Denver, CO,36,6
426,First Press,1342,5,NA,Cider,12,Ciderboys,Stevens Point, WI,24,5.2
426,Magic Apple,1341,5,NA,Cider,12,Ciderboys,Stevens Point, WI,24,5.2
427,Quakertown Stout,1333,9.2,50,American Double / Imperial Stout,12,Armadillo Ale Works,Denton, TX,33,5.5
427,Greenbelt Farmhouse Ale,1332,5.1,20,Saison / Farmhouse Ale,12,Armadillo Ale Works,Denton, TX,33,5.5
428,Track 1 Amber Lager,1330,4.5,23,American Amber / Red Lager,16,Roanoke Railhouse Brewery,Roanoke, VA,41,5.65
429,Schlafly Yakima Wheat Ale,1324,5,45,American Pale Wheat Ale,12,Schlafly Brewing Company,Saint Louis, MO,27,5.25
429,Schlafly Black Lager,1323,5,31,Schwarzbier,12,Schlafly Brewing Company,Saint Louis, MO,27,5.25
429,Schlafly IPA,1078,4.5,30,American IPA,12,Schlafly Brewing Company,Saint Louis, MO,27,5.25
429,Schlafly American Brown Ale,1077,5,30,American Brown Ale,12,Schlafly Brewing Company,Saint Louis, MO,27,5.25
429,Schlafly Hefeweizen,588,4.1,16,Hefeweizen,12,Schlafly Brewing Company,Saint Louis, MO,27,5.25
429,Schlafly Summer Lager,53,4.5,17,Munich Helles Lager,12,Schlafly Brewing Company,Saint Louis, MO,27,5.25
430,Green Bullet Organic India Pale Ale,1322,7,45,American IPA,16,Asher Brewing Company,Boulder, CO,36,6
431,Face Plant IPA,1309,6.2,65,American IPA,12,Lost Rhino Brewing Company,Ashburn, VA,41,5.65
431,Rhino Chasers Pilsner,1308,5.6,55,Czech Pilsener,12,Lost Rhino Brewing Company,Ashburn, VA,41,5.65
432,Paleo IPA,1307,6,54,English India Pale Ale (IPA),12,North Country Brewing Company,Slippery Rock, PA,31,5.7
432,Buck Snort Stout,1306,6.1,41,American Stout,12,North Country Brewing Company,Slippery Rock, PA,31,5.7
432,Station 33 Firehouse Red,1305,5.5,28,Irish Red Ale,12,North Country Brewing Company,Slippery Rock, PA,31,5.7
432,Slimy Pebble Pils,1304,4.5,34,German Pilsener,12,North Country Brewing Company,Slippery Rock, PA,31,5.7
433,Blur India Pale Ale,1302,7.4,60,American IPA,12,Seabright Brewery,Santa Cruz, CA,40,5.8
434,Gateway Kolsch Style Ale,1300,5.3,32,Kölsch,12,French Broad Brewery,Asheville, NC,31,5.7
434,Wee-Heavy-Er Scotch Ale,1260,7,24,Scotch Ale / Wee Heavy,12,French Broad Brewery,Asheville, NC,31,5.7
434,13 Rebels ESB,1259,5.2,42,Extra Special / Strong Bitter (ESB),12,French Broad Brewery,Asheville, NC,31,5.7
435,Angry Orchard Apple Ginger,1294,5,NA,Cider,16,Angry Orchard Cider Company,Cincinnati, OH,40,5.8
435,Angry Orchard Crisp Apple,1293,5,NA,Cider,16,Angry Orchard Cider Company,Cincinnati, OH,40,5.8
